Name,MSE,PSNR,fMSE,SE,SSIM,height,width,mask_area
c132699_590586_2,7.69882345199585,39.2665594387551,294.1824951171875,6.3118035,"tensor(0.9979, device='cuda:0')",427,640,7151.80029296875
c132699_590586_1,3.8803980350494385,42.2420397295172,148.27528381347656,3.1813055,"tensor(0.9992, device='cuda:0')",427,640,7151.80029296875
c26204_167014_1,6.4671125411987305,40.02369875074155,153.8106231689453,5.3019975,"tensor(0.9980, device='cuda:0')",427,640,11490.314453125
c324809_1042742_1,1.173726201057434,47.43513191420038,104.88080596923828,0.96226775,"tensor(0.9991, device='cuda:0')",640,427,3058.2900390625
c25234_441249_1,6.552316665649414,39.966854163929725,142.56454467773438,7.6237515,"tensor(0.9964, device='cuda:0')",640,606,17825.263671875
c224125_2049986_1,11.908927917480469,37.37207657835647,371.0400085449219,10.975268,"tensor(0.9953, device='cuda:0')",480,640,9859.9140625
c224125_2049986_2,20.912864685058594,34.92666812701905,651.57080078125,19.273296,"tensor(0.9950, device='cuda:0')",480,640,9859.9140625
c580117_1681545_1,9.445897102355957,38.37837104554523,274.12451171875,7.7622605,"tensor(0.9972, device='cuda:0')",640,428,9438.8505859375
c195351_538719_1,7.717903137207031,39.25580980897959,315.4587707519531,6.327446,"tensor(0.9977, device='cuda:0')",427,640,6685.97265625
c367876_39905_1,9.57579231262207,38.31905597337189,352.3958740234375,7.8506175,"tensor(0.9968, device='cuda:0')",427,640,7425.9453125
c577087_671387_1,6.8684234619140625,39.762232345754676,199.3156280517578,6.329939,"tensor(0.9975, device='cuda:0')",480,640,10586.1220703125
c36622_1069997_1,2.8641409873962402,43.56085816919878,194.8952178955078,2.63959225,"tensor(0.9982, device='cuda:0')",480,640,4514.54931640625
c131780_488009_1,4.620565891265869,41.48385099024956,373.6729431152344,3.78812475,"tensor(0.9976, device='cuda:0')",427,640,3379.180419921875
c131780_488009_2,0.9310442805290222,48.44109557861125,75.29512023925781,0.763307375,"tensor(0.9993, device='cuda:0')",427,640,3379.180419921875
c276444_589185_1,16.127931594848633,36.05501661190925,396.1766052246094,8.104286,"tensor(0.9979, device='cuda:0')",335,500,6818.7490234375
c276444_589185_2,27.356430053710938,33.760209225998274,672.00048828125,13.746607,"tensor(0.9964, device='cuda:0')",335,500,6818.7490234375
c137552_1116936_1,2.27494740486145,44.561088094299706,195.01258850097656,2.092223625,"tensor(0.9983, device='cuda:0')",479,640,3576.2197265625
c116881_1612102_1,4.283530235290527,41.81278422766365,90.66107177734375,3.94770125,"tensor(0.9982, device='cuda:0')",480,640,14514.501953125
c320361_329965_1,14.58889102935791,36.490580507296066,485.1986999511719,8.206251,"tensor(0.9933, device='cuda:0')",500,375,5637.7255859375
